CensusTract20,State,County20,County24,Urban,POP2020,OHU2020,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LowIncomeTracts,PovertyRate,MedianFamilyIncome,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,TractVeteran,TractTribalArea,Missing_Value_Count
15003002802,Hawaii,Honolulu County,Honolulu County,1,2353,903,0.0,11,0.47,0,4.4,167835.0,2189.0,305,534,682,19,1035,67,3,547,147,135.0,8.0,136.0,0.0,0
15003002900,Hawaii,Honolulu County,Honolulu County,1,2251,822,0.0,54,2.4,0,6.3,160250.0,2186.0,442,416,542,17,1202,39,3,448,88,45.0,6.0,106.0,0.0,0
15003003000,Hawaii,Honolulu County,Honolulu County,1,4305,1596,0.0,140,3.25,0,4.8,205921.0,3771.0,723,1213,950,20,2160,92,5,1078,235,30.0,31.0,192.0,0.0,0
15003003102,Hawaii,Honolulu County,Honolulu County,1,3345,1198,0.0,0,0.0,0,5.2,203497.0,3268.0,557,1025,458,6,2107,63,1,710,123,49.0,26.0,252.0,0.0,0
15003003103,Hawaii,Honolulu County,Honolulu County,1,1567,600,0.0,0,0.0,0,5.7,176250.0,1309.0,214,546,156,2,1073,41,0,295,49,26.0,11.0,64.0,0.0,0
15003003104,Hawaii,Honolulu County,Honolulu County,1,2175,814,0.0,0,0.0,0,4.8,216429.0,2228.0,316,667,539,19,1031,42,0,544,113,38.0,53.0,106.0,0.0,0
15003003404,Hawaii,Honolulu County,Honolulu County,1,4517,2164,0.0,271,6.0,0,7.0,121080.0,3339.0,551,1242,847,56,2324,403,5,882,291,227.0,103.0,194.0,0.0,0
15003003408,Hawaii,Honolulu County,Honolulu County,1,2256,1166,0.0,0,0.0,1,14.3,87582.0,1479.0,314,389,264,27,1203,261,3,498,153,71.0,190.0,108.0,0.0,0
15003003409,Hawaii,Honolulu County,Honolulu County,1,1901,970,0.0,0,0.0,1,8.2,85735.0,1558.0,272,328,243,51,937,164,7,499,181,95.0,59.0,106.0,0.0,0
15003003410,Hawaii,Honolulu County,Honolulu County,1,1482,660,0.0,0,0.0,1,36.9,46952.0,971.0,264,231,173,28,711,263,0,307,113,222.0,228.0,57.0,0.0,0
15003003411,Hawaii,Honolulu County,Honolulu County,1,1231,622,0.0,0,0.0,0,14.3,116833.0,930.0,137,278,268,28,559,82,2,292,92,54.0,69.0,54.0,0.0,0
15003003412,Hawaii,Honolulu County,Honolulu County,1,1618,868,0.0,0,0.0,0,3.7,103661.0,1574.0,179,419,376,17,772,122,8,323,100,68.0,41.0,80.0,0.0,0
15003003413,Hawaii,Honolulu County,Honolulu County,1,2532,1237,0.0,137,5.41,1,11.2,72614.0,1644.0,305,566,443,48,1220,183,9,629,227,208.0,104.0,138.0,0.0,0
15003003414,Hawaii,Honolulu County,Honolulu County,1,4118,2229,0.0,92,2.23,1,19.8,81571.0,2971.0,452,1074,902,63,1941,291,10,911,284,544.0,240.0,417.0,0.0,0
15003003501,Hawaii,Honolulu County,Honolulu County,1,2286,1278,0.0,34,1.49,1,17.2,71563.0,1649.0,244,601,393,36,1185,167,8,497,163,325.0,288.0,176.0,0.0,0
15003003503,Hawaii,Honolulu County,Honolulu County,1,1500,698,0.0,11,0.73,1,31.9,62315.0,647.0,240,331,133,37,748,278,6,298,80,250.0,176.0,119.0,0.0,0
15003003504,Hawaii,Honolulu County,Honolulu County,1,2712,1460,0.0,74,2.73,0,12.3,117358.0,2172.0,264,948,341,42,1856,80,3,390,112,296.0,108.0,73.0,0.0,0
15003003603,Hawaii,Honolulu County,Honolulu County,1,3181,1862,0.0,15,0.47,1,23.9,64188.0,1710.0,354,963,300,42,2013,320,11,495,162,557.0,438.0,153.0,0.0,0
15003003604,Hawaii,Honolulu County,Honolulu County,1,2554,1399,0.0,161,6.3,1,8.5,89282.0,1443.0,190,752,280,32,1837,80,4,321,91,425.0,54.0,219.0,0.0,0
15003003605,Hawaii,Honolulu County,Honolulu County,1,1036,507,0.0,21,2.03,1,8.4,94167.0,651.0,142,189,130,13,522,135,0,236,64,117.0,114.0,72.0,0.0,0
15003003606,Hawaii,Honolulu County,Honolulu County,1,3058,1465,0.0,20,0.65,0,12.9,157714.0,2208.0,425,632,564,54,1710,180,8,542,176,203.0,77.0,144.0,0.0,0
15003003701,Hawaii,Honolulu County,Honolulu County,1,2522,1371,0.0,7,0.28,1,7.3,91161.0,1765.0,241,551,535,42,1564,47,5,329,113,208.0,58.0,119.0,0.0,0
15003003702,Hawaii,Honolulu County,Honolulu County,1,3929,1907,0.0,11,0.28,0,8.8,112585.0,3568.0,563,793,834,45,2407,80,1,562,169,322.0,27.0,339.0,0.0,0
15003003703,Hawaii,Honolulu County,Honolulu County,1,3457,1682,0.0,93,2.69,0,16.8,121477.0,2554.0,470,758,781,58,1961,114,1,542,147,383.0,77.0,129.0,0.0,0
15003003801,Hawaii,Honolulu County,Honolulu County,1,4909,2580,0.0,49,1.0,0,9.2,114526.0,3570.0,641,930,920,89,2759,173,11,957,315,686.0,349.0,193.0,0.0,0
15003003802,Hawaii,Honolulu County,Honolulu County,1,5114,2628,0.0,22,0.43,0,4.7,147945.0,4241.0,650,764,920,50,3169,88,7,880,252,416.0,0.0,490.0,0.0,0
15003003900,Hawaii,Honolulu County,Honolulu County,1,559,255,0.0,215,38.46,0,13.0,130000.0,159.0,48,163,194,23,165,47,10,120,64,151.0,52.0,24.0,0.0,0
15003004000,Hawaii,Honolulu County,Honolulu County,1,1627,902,0.0,147,9.04,0,11.7,146563.0,1170.0,137,410,536,56,654,86,8,287,92,241.0,47.0,100.0,0.0,0
15003004101,Hawaii,Honolulu County,Honolulu County,1,1618,801,0.0,0,0.0,1,18.0,69940.0,810.0,250,362,287,19,656,187,10,459,155,167.0,93.0,21.0,0.0,0
15003004102,Hawaii,Honolulu County,Honolulu County,1,2438,1356,0.0,35,1.44,1,15.7,73558.0,1245.0,342,462,390,48,1120,326,5,549,187,376.0,156.0,135.0,0.0,0
15003004201,Hawaii,Honolulu County,Honolulu County,1,1602,888,0.0,0,0.0,0,15.2,107900.0,1200.0,208,403,249,27,980,68,0,278,84,377.0,20.0,60.0,0.0,0
15003004202,Hawaii,Honolulu County,Honolulu County,1,1922,1075,0.0,16,0.83,0,7.2,143750.0,1302.0,245,437,433,28,958,86,4,413,117,144.0,47.0,100.0,0.0,0
15003004301,Hawaii,Honolulu County,Honolulu County,1,2273,1020,0.0,10,0.44,0,19.0,113788.0,1627.0,304,448,577,28,885,136,11,636,179,82.0,87.0,207.0,7.235055819,0
15003004302,Hawaii,Honolulu County,Honolulu County,1,3313,1326,0.0,43,1.3,1,9.3,94000.0,2110.0,561,560,359,47,1410,673,11,813,312,145.0,257.0,177.0,0.0,0
15003004401,Hawaii,Honolulu County,Honolulu County,1,2536,913,0.0,28,1.1,0,4.0,161136.0,2457.0,409,602,207,15,1442,168,5,699,150,70.0,89.0,177.0,0.0,0
15003004402,Hawaii,Honolulu County,Honolulu County,1,2550,737,0.0,0,0.0,0,5.3,168333.0,2359.0,542,519,179,4,692,675,2,998,201,29.0,83.0,96.0,16.61972106,0
15003004500,Hawaii,Honolulu County,Honolulu County,0,5360,2313,0.0,136,2.54,0,5.4,196523.0,4486.0,733,1791,1056,34,2848,224,8,1190,312,438.0,0.0,609.0,0.0,0
15003004600,Hawaii,Honolulu County,Honolulu County,0,3883,1308,0.0,140,3.61,0,5.5,189926.0,3204.0,667,1028,394,21,2426,167,1,874,162,60.0,36.0,270.0,0.0,0
15003004701,Hawaii,Honolulu County,Honolulu County,1,2305,796,0.0,0,0.0,0,6.9,132750.0,2335.0,401,590,291,17,1232,131,1,633,121,10.0,61.0,211.0,0.0,0
15003004702,Hawaii,Honolulu County,Honolulu County,1,2477,853,0.0,43,1.74,0,8.1,177771.0,2201.0,404,664,239,13,1552,215,3,455,95,67.0,48.0,210.0,0.0,0
15003004801,Hawaii,Honolulu County,Honolulu County,1,3079,838,0.0,31,1.01,0,6.6,102083.0,1840.0,617,585,170,15,2008,257,2,627,132,99.0,118.0,122.0,0.0,0
15003004802,Hawaii,Honolulu County,Honolulu County,1,3873,1027,0.0,93,2.4,0,16.7,120598.0,2802.0,706,895,250,19,2496,429,1,678,182,91.0,154.0,180.0,0.0,0
15003004900,Hawaii,Honolulu County,Honolulu County,1,3351,1029,0.0,125,3.73,1,3.1,90341.0,2371.0,625,750,147,18,2224,349,3,610,173,58.0,43.0,131.0,0.0,0
15003005000,Hawaii,Honolulu County,Honolulu County,1,4106,1530,0.0,320,7.79,1,13.6,88375.0,2291.0,653,1128,345,36,2574,393,5,753,245,203.0,181.0,149.0,0.0,0
15003005100,Hawaii,Honolulu County,Honolulu County,1,2905,1483,0.0,28,0.96,1,17.5,74432.0,1887.0,296,915,417,34,2086,30,4,334,113,421.0,423.0,217.0,0.0,0
15003005200,Hawaii,Honolulu County,Honolulu County,1,3001,1403,0.0,293,9.76,1,31.7,50323.0,1191.0,365,782,328,65,1917,315,13,363,124,647.0,499.0,56.0,0.0,0
15003005300,Hawaii,Honolulu County,Honolulu County,1,4302,1478,0.0,0,0.0,1,27.6,60000.0,2435.0,1032,898,326,63,1890,1187,12,824,307,433.0,487.0,102.0,0.0,0
15003005400,Hawaii,Honolulu County,Honolulu County,1,1545,377,0.0,0,0.0,1,68.0,37750.0,245.0,578,143,6,0,337,980,2,220,77,182.0,270.0,0.0,0.0,0
15003005500,Hawaii,Honolulu County,Honolulu County,1,2157,620,0.0,23,1.07,1,17.4,71250.0,1337.0,454,397,53,5,1611,279,0,209,81,106.0,160.0,38.0,0.0,0
15003005601,Hawaii,Honolulu County,Honolulu County,1,1808,703,0.0,1,0.06,1,31.1,58529.0,958.0,306,729,42,13,1367,212,4,170,70,406.0,411.0,53.0,0.0,0
15003005602,Hawaii,Honolulu County,Honolulu County,1,5124,1251,0.0,0,0.0,0,13.1,115341.0,2847.0,1107,869,50,8,4090,465,2,509,113,56.0,90.0,92.0,0.0,0
15003005700,Hawaii,Honolulu County,Honolulu County,1,2483,1030,0.0,492,19.81,1,30.9,49189.0,1176.0,316,507,412,81,1193,418,5,374,169,339.0,97.0,81.0,0.351043558,0
15003005800,Hawaii,Honolulu County,Honolulu County,1,3322,1020,0.0,14,0.42,1,18.3,72010.0,1660.0,737,614,57,9,2325,495,4,432,165,232.0,516.0,32.0,0.0,0
15003005900,Hawaii,Honolulu County,Honolulu County,1,2994,635,0.0,930,31.06,1,14.8,65670.0,1088.0,529,274,285,87,1169,552,2,899,114,204.0,199.0,152.0,0.0,0
15003006000,Hawaii,Honolulu County,Honolulu County,1,5661,1323,0.0,14,0.25,1,5.6,93304.0,4181.0,1178,911,54,17,4733,444,6,407,146,166.0,275.0,159.0,0.0,0
15003006100,Hawaii,Honolulu County,Honolulu County,1,4517,941,0.0,26,0.58,0,8.4,128077.0,3531.0,903,887,74,23,3738,188,3,491,165,31.0,147.0,122.0,0.0,0
15003006202,Hawaii,Honolulu County,Honolulu County,1,2705,588,0.0,18,0.67,1,34.2,45000.0,930.0,990,209,61,10,511,1701,0,422,83,195.0,333.0,75.0,0.0,0
15003006203,Hawaii,Honolulu County,Honolulu County,1,6425,1500,0.0,30,0.47,0,14.9,101818.0,3808.0,1661,1003,120,26,3739,1833,4,703,208,240.0,286.0,122.0,0.0,0
15003006301,Hawaii,Honolulu County,Honolulu County,1,4068,948,0.0,20,0.49,0,7.0,121536.0,2948.0,843,815,134,18,2913,426,4,573,96,97.0,158.0,155.0,0.0,0
15003006302,Hawaii,Honolulu County,Honolulu County,1,3152,672,0.0,75,2.38,1,45.3,50063.0,1302.0,1118,403,65,12,856,1791,1,427,145,174.0,312.0,59.0,0.0,0
15003006401,Hawaii,Honolulu County,Honolulu County,1,2362,461,0.0,8,0.34,0,4.7,145329.0,1970.0,496,431,43,4,1947,136,1,231,65,39.0,35.0,124.0,0.0,0
15003006402,Hawaii,Honolulu County,Honolulu County,1,6393,1613,0.0,41,0.64,0,9.2,153806.0,5235.0,1171,1186,349,35,4285,642,6,1076,412,54.0,195.0,285.0,0.0,0
15003006500,Hawaii,Honolulu County,Honolulu County,1,4694,1113,0.0,26,0.55,0,0.9,144803.0,3161.0,972,920,444,58,2794,458,13,927,293,23.0,96.0,199.0,0.0,0
15003006703,Hawaii,Honolulu County,Honolulu County,1,1725,478,0.0,167,9.68,0,5.1,140341.0,1269.0,359,373,406,30,829,68,0,392,138,15.0,0.0,151.0,0.0,0
15003006704,Hawaii,Honolulu County,Honolulu County,1,7162,2804,0.0,148,2.07,0,11.3,129444.0,5422.0,1222,1555,1184,354,3513,440,19,1652,648,358.0,181.0,398.0,0.0,0
15003006806,Hawaii,Honolulu County,Honolulu County,1,1758,566,0.0,12,0.68,0,9.9,180375.0,1396.0,284,555,59,12,1328,51,2,306,74,25.0,13.0,135.0,0.0,0
15003006810,Hawaii,Honolulu County,Honolulu County,1,2374,652,0.0,13,0.55,1,5.1,79554.0,1868.0,953,32,1132,350,193,140,12,547,483,15.0,18.0,153.0,0.0,0
15003006811,Hawaii,Honolulu County,Honolulu County,1,1047,256,0.0,0,0.0,1,11.2,77143.0,897.0,486,20,488,184,92,49,14,220,223,14.0,43.0,36.0,0.0,0
15003006812,Hawaii,Honolulu County,Honolulu County,1,1363,567,0.0,0,0.0,0,7.8,105500.0,1247.0,215,425,94,18,934,55,0,262,54,33.0,26.0,90.0,0.0,0
15003006813,Hawaii,Honolulu County,Honolulu County,1,4680,1987,0.0,23,0.49,0,8.4,152484.0,4355.0,656,1062,433,51,3116,204,10,866,231,69.0,141.0,320.0,0.0,0
15003006814,Hawaii,Honolulu County,Honolulu County,1,2442,892,0.0,0,0.0,0,11.4,107786.0,1772.0,534,397,152,33,1486,283,9,479,155,132.0,141.0,133.0,0.0,0
15003006815,Hawaii,Honolulu County,Honolulu County,1,2165,935,0.0,0,0.0,1,16.6,81500.0,1841.0,439,307,201,44,1152,232,9,527,217,96.0,262.0,117.0,0.0,0
15003006816,Hawaii,Honolulu County,Honolulu County,1,2411,573,0.0,23,0.95,0,4.7,176708.0,1760.0,479,435,112,27,1670,192,8,402,138,44.0,44.0,35.0,0.0,0
15003006817,Hawaii,Honolulu County,Honolulu County,1,4809,1144,0.0,31,0.64,0,6.4,123648.0,3357.0,969,899,201,34,3256,490,4,824,219,50.0,163.0,231.0,0.0,0
15003006818,Hawaii,Honolulu County,Honolulu County,1,1695,761,0.0,7,0.41,0,3.6,102788.0,1304.0,265,385,192,41,1037,86,5,334,125,45.0,19.0,96.0,0.0,0
15003006819,Hawaii,Honolulu County,Honolulu County,1,2646,1203,0.0,0,0.0,1,7.6,97685.0,2069.0,488,489,243,60,1562,178,5,598,205,74.0,115.0,260.0,0.0,0
15003006900,Hawaii,Honolulu County,Honolulu County,1,3879,1050,0.0,0,0.0,0,2.2,110054.0,4098.0,1661,37,1975,575,337,104,20,868,608,0.0,93.0,208.0,0.0,0
15003007001,Hawaii,Honolulu County,Honolulu County,1,1565,618,0.0,10,0.64,1,2.8,75417.0,1246.0,342,18,761,253,147,59,28,317,287,0.0,0.0,73.0,0.0,0
15003007002,Hawaii,Honolulu County,Honolulu County,1,2163,696,0.0,8,0.37,1,17.6,73863.0,1412.0,780,14,1222,258,159,45,21,458,383,0.0,13.0,171.0,0.0,0
15003007100,Hawaii,Honolulu County,Honolulu County,1,3060,851,0.0,17,0.56,0,3.1,125347.0,3565.0,1266,44,1613,370,198,103,13,763,578,0.0,67.0,480.0,0.0,0
15003007302,Hawaii,Honolulu County,Honolulu County,1,4172,1369,0.0,0,0.0,0,0.9,121570.0,3870.0,1454,53,2588,292,265,70,20,937,597,23.0,0.0,398.0,0.0,0
15003007400,Hawaii,Honolulu County,Honolulu County,1,7651,1050,0.0,4669,61.02,0,5.8,108000.0,2168.0,976,55,5143,611,612,29,32,1224,1339,0.0,0.0,548.0,0.0,0
15003007504,Hawaii,Honolulu County,Honolulu County,1,3372,921,0.0,19,0.56,1,27.7,57000.0,1308.0,949,560,126,39,1161,1178,5,863,342,219.0,329.0,110.0,0.0,0
15003007507,Hawaii,Honolulu County,Honolulu County,1,6626,1769,0.0,1108,16.72,0,3.4,168679.0,5054.0,949,1445,821,87,3255,376,19,2068,399,53.0,194.0,644.0,0.050445655,0
15003007508,Hawaii,Honolulu County,Honolulu County,1,6994,2195,0.0,48,0.69,0,6.4,117643.0,5855.0,1554,1375,1223,259,3550,462,7,1493,526,53.0,108.0,447.0,0.0,0
15003007701,Hawaii,Honolulu County,Honolulu County,1,4921,1319,0.0,31,0.63,0,3.6,144280.0,3552.0,988,999,716,66,2922,245,6,966,324,54.0,43.0,231.0,0.0,0
15003007702,Hawaii,Honolulu County,Honolulu County,1,5487,1832,0.0,0,0.0,0,6.7,163625.0,4303.0,869,1512,755,51,3015,247,11,1408,396,47.0,10.0,410.0,0.0,0
15003007804,Hawaii,Honolulu County,Honolulu County,1,2005,660,0.0,0,0.0,0,1.7,143472.0,1843.0,293,646,77,11,1366,135,2,414,100,11.0,20.0,140.0,0.0,0
15003007807,Hawaii,Honolulu County,Honolulu County,1,5292,2697,0.0,0,0.0,1,6.1,90144.0,3719.0,755,912,802,263,2583,281,10,1353,499,157.0,34.0,463.0,0.0,0
15003007808,Hawaii,Honolulu County,Honolulu County,1,3459,1201,0.0,6,0.17,1,10.1,79792.0,1909.0,690,574,343,61,1732,352,0,971,332,75.0,212.0,156.0,0.0,0
15003007809,Hawaii,Honolulu County,Honolulu County,1,3384,1192,0.0,0,0.0,0,4.1,182870.0,2646.0,478,1090,271,52,2285,101,1,674,190,36.0,6.0,261.0,0.0,0
15003007812,Hawaii,Honolulu County,Honolulu County,1,2164,836,0.0,2,0.09,0,2.0,103750.0,1949.0,429,435,204,46,1001,187,5,721,242,44.0,60.0,181.0,0.0,0
15003007813,Hawaii,Honolulu County,Honolulu County,1,2880,906,0.0,7,0.24,0,4.9,130208.0,2758.0,566,669,192,53,1562,197,0,876,202,26.0,81.0,205.0,0.0,0
15003007814,Hawaii,Honolulu County,Honolulu County,1,3416,1250,0.0,0,0.0,0,3.6,178571.0,3079.0,485,1301,259,57,2382,80,0,638,155,43.0,40.0,474.0,0.0,0
15003007815,Hawaii,Honolulu County,Honolulu County,1,2034,723,0.0,5,0.25,0,4.7,167550.0,1890.0,401,403,254,31,1174,69,2,504,134,25.0,7.0,140.0,0.0,0
15003007816,Hawaii,Honolulu County,Honolulu County,1,3443,1353,0.0,0,0.0,0,8.2,123710.0,2689.0,528,982,543,68,1787,171,5,869,288,56.0,52.0,411.0,0.0,0
15003007817,Hawaii,Honolulu County,Honolulu County,1,1631,507,0.0,0,0.0,0,2.1,229559.0,1908.0,305,410,142,18,933,85,0,453,96,23.0,23.0,298.0,0.0,0
15003008001,Hawaii,Honolulu County,Honolulu County,1,2664,955,0.0,122,4.58,1,9.9,100455.0,1967.0,557,675,198,36,1122,603,6,699,235,234.0,214.0,142.0,0.0,0
15003008002,Hawaii,Honolulu County,Honolulu County,1,2897,889,0.0,0,0.0,0,4.2,163816.0,2290.0,521,687,120,13,1831,211,3,719,199,90.0,78.0,151.0,0.0,0
15003008005,Hawaii,Honolulu County,Honolulu County,1,6997,2148,0.0,24,0.34,0,11.3,145531.0,5292.0,1367,1708,690,46,3228,595,14,2424,701,101.0,28.0,535.0,0.0,0
15003008008,Hawaii,Honolulu County,Honolulu County,1,1655,501,0.0,29,1.75,0,3.0,128846.0,1203.0,498,193,444,72,485,168,8,478,234,7.0,6.0,161.0,0.0,0
15003008009,Hawaii,Honolulu County,Honolulu County,1,2760,1185,0.0,137,4.96,1,6.5,87500.0,1998.0,503,638,310,77,1244,298,3,828,306,237.0,159.0,110.0,9.595508471,0
15003008010,Hawaii,Honolulu County,Honolulu County,1,2439,750,0.0,19,0.78,0,5.3,150625.0,2089.0,431,717,74,12,1614,178,1,560,164,59.0,45.0,151.0,0.0,0
15003008011,Hawaii,Honolulu County,Honolulu County,1,2697,820,0.0,23,0.85,0,2.4,129167.0,2221.0,471,830,141,22,1679,169,0,686,180,56.0,52.0,198.0,0.0,0
15003008012,Hawaii,Honolulu County,Honolulu County,1,2933,886,0.0,2,0.07,0,8.6,123750.0,2337.0,509,874,123,6,2044,148,2,610,180,84.0,93.0,334.0,0.0,0
15003008013,Hawaii,Honolulu County,Honolulu County,1,2634,861,0.0,8,0.3,0,6.4,142500.0,2034.0,414,949,74,1,1949,50,1,559,126,29.0,32.0,261.0,0.0,0
15003008301,Hawaii,Honolulu County,Honolulu County,1,4553,1306,0.0,43,0.94,0,14.9,117510.0,4155.0,1398,223,1980,334,410,492,38,1299,907,25.0,187.0,744.0,0.0,0
15003008302,Hawaii,Honolulu County,Honolulu County,1,7253,1528,0.0,58,0.8,0,2.7,106658.0,4898.0,1557,1395,323,26,4403,774,3,1724,569,82.0,261.0,396.0,0.0,0
15003008405,Hawaii,Honolulu County,Honolulu County,1,4988,1283,0.0,12,0.24,0,3.3,151719.0,4171.0,1169,520,475,106,2634,397,6,1370,542,32.0,284.0,291.0,0.0,0
15003008407,Hawaii,Honolulu County,Honolulu County,1,3778,1113,0.0,12,0.32,0,5.6,153750.0,3574.0,1040,365,880,195,1328,205,31,1139,521,10.0,81.0,424.0,0.0,0
15003008408,Hawaii,Honolulu County,Honolulu County,1,9057,2807,0.0,16,0.18,0,1.3,147080.0,9676.0,2565,710,3081,626,2284,361,36,2669,1311,72.0,62.0,1484.0,0.0,0
15003008410,Hawaii,Honolulu County,Honolulu County,1,6931,1945,0.0,0,0.0,0,1.4,152554.0,7686.0,2083,523,938,247,3452,350,31,1913,748,5.0,135.0,920.0,0.0,0
15003008411,Hawaii,Honolulu County,Honolulu County,1,3609,1192,0.0,9,0.25,1,5.5,97027.0,3030.0,881,364,462,61,1691,240,16,1139,418,0.0,89.0,221.0,0.0,0
15003008413,Hawaii,Honolulu County,Honolulu County,1,3400,694,0.0,40,1.18,0,7.2,149500.0,2651.0,768,663,183,25,2297,223,5,667,243,0.0,79.0,241.0,0.0,0
15003008414,Hawaii,Honolulu County,Honolulu County,1,2168,571,0.0,0,0.0,0,0.9,149044.0,2182.0,618,192,384,71,910,122,5,676,288,53.0,16.0,253.0,0.0,0
15003008415,Hawaii,Honolulu County,Honolulu County,1,4275,1094,0.0,6,0.14,0,2.9,148438.0,3615.0,1298,301,575,151,1813,268,15,1453,511,12.0,111.0,285.0,0.0,0
15003008416,Hawaii,Honolulu County,Honolulu County,1,2217,722,0.0,0,0.0,0,0.5,148252.0,2898.0,507,237,210,52,1056,160,1,738,251,6.0,71.0,111.0,0.0,0
15003008417,Hawaii,Honolulu County,Honolulu County,1,3661,1358,0.0,0,0.0,0,5.9,108375.0,2300.0,787,414,539,104,1493,346,9,1170,454,9.0,144.0,306.0,0.0,0
15003008418,Hawaii,Honolulu County,Honolulu County,1,5762,1432,0.0,0,0.0,0,6.0,128062.0,4479.0,1269,979,731,76,2552,800,2,1601,629,57.0,157.0,333.0,0.0,0
15003008502,Hawaii,Honolulu County,Honolulu County,0,2364,693,0.0,408,17.26,1,22.0,105938.0,1952.0,525,162,602,169,301,492,21,779,326,154.0,203.0,417.0,10.75706291,0
15003008609,Hawaii,Honolulu County,Honolulu County,1,2179,703,0.0,11,0.5,1,8.8,98333.0,1322.0,422,378,509,66,835,192,4,573,252,20.0,47.0,162.0,0.0,0
15003008610,Hawaii,Honolulu County,Honolulu County,1,1240,520,0.0,0,0.0,0,2.7,118750.0,785.0,222,280,785,58,173,22,2,200,120,3.0,37.0,92.0,0.0,0
15003008611,Hawaii,Honolulu County,Honolulu County,0,62,1,0.0,24,38.71,0,,,0.0,12,4,17,3,6,13,0,23,17,0.0,0.0,0.0,0.0,2
15003008623,Hawaii,Honolulu County,Honolulu County,1,4408,1172,0.0,109,2.47,0,11.9,145795.0,3917.0,1085,572,437,79,1499,681,6,1706,437,73.0,176.0,507.0,7.222304216,0
15003008624,Hawaii,Honolulu County,Honolulu County,1,3069,866,0.0,33,1.08,0,11.2,147083.0,2619.0,651,510,328,52,1730,155,8,796,297,6.0,91.0,205.0,0.0,0
15003008625,Hawaii,Honolulu County,Honolulu County,1,4032,1058,0.0,35,0.87,1,6.1,97228.0,2837.0,921,868,177,17,2651,261,8,918,466,113.0,285.0,184.0,0.0,0
15003008626,Hawaii,Honolulu County,Honolulu County,1,3973,1058,0.0,0,0.0,1,24.2,116204.0,2404.0,1057,593,247,50,1856,378,8,1434,435,120.0,393.0,106.0,0.0,0
15003008627,Hawaii,Honolulu County,Honolulu County,0,9793,2715,0.0,111,1.13,0,4.5,131616.0,9253.0,3335,734,1657,392,3057,1255,15,3417,1307,56.0,270.0,843.0,1.166802597,0
15003008628,Hawaii,Honolulu County,Honolulu County,1,3847,1136,0.0,0,0.0,0,3.0,137031.0,3127.0,856,611,365,52,1708,488,0,1234,390,127.0,187.0,195.0,0.0,0
15003008629,Hawaii,Honolulu County,Honolulu County,1,2110,637,0.0,0,0.0,0,8.4,118688.0,1913.0,549,207,226,43,823,290,5,723,293,48.0,103.0,178.0,0.0,0
15003008630,Hawaii,Honolulu County,Honolulu County,1,2779,858,0.0,21,0.76,0,7.6,126964.0,2451.0,757,353,563,71,677,355,13,1100,456,13.0,139.0,246.0,0.0,0
15003008631,Hawaii,Honolulu County,Honolulu County,1,3226,1103,0.0,0,0.0,0,3.5,113696.0,2381.0,698,387,881,123,983,192,21,1026,496,0.0,0.0,264.0,0.0,0
15003008632,Hawaii,Honolulu County,Honolulu County,1,5317,1397,0.0,32,0.6,0,8.9,133750.0,4830.0,1076,1016,596,79,2056,603,19,1964,611,6.0,168.0,529.0,0.0,0
15003008633,Hawaii,Honolulu County,Honolulu County,1,2726,866,0.0,0,0.0,0,12.2,121932.0,2481.0,727,247,552,102,809,226,12,1025,431,7.0,149.0,335.0,0.0,0
15003008634,Hawaii,Honolulu County,Honolulu County,1,2800,927,0.0,0,0.0,0,18.5,106250.0,2396.0,761,262,540,71,708,336,19,1126,535,13.0,205.0,237.0,0.0,0
15003008702,Hawaii,Honolulu County,Honolulu County,1,6490,1727,0.0,44,0.68,0,11.2,105258.0,4072.0,1268,1403,169,33,5042,524,7,715,276,275.0,413.0,73.0,0.0,0
15003008704,Hawaii,Honolulu County,Honolulu County,1,3331,783,0.0,31,0.93,0,11.2,136875.0,2837.0,718,605,95,17,2467,251,5,496,178,36.0,125.0,153.0,0.0,0
15003008705,Hawaii,Honolulu County,Honolulu County,1,3250,790,0.0,29,0.89,1,26.3,59130.0,1759.0,1056,232,95,56,896,1768,1,434,198,228.0,323.0,138.0,0.0,0
15003008706,Hawaii,Honolulu County,Honolulu County,1,3650,943,0.0,0,0.0,0,16.6,103286.0,2214.0,887,558,212,31,1741,846,8,812,364,171.0,265.0,235.0,0.0,0
15003008707,Hawaii,Honolulu County,Honolulu County,1,6985,1366,0.0,44,0.63,0,11.7,114844.0,4226.0,1389,1486,117,12,5930,255,1,670,212,130.0,231.0,209.0,0.0,0
15003008801,Hawaii,Honolulu County,Honolulu County,1,4056,835,0.0,59,1.45,0,7.9,168274.0,3011.0,769,903,69,13,3449,121,1,403,152,181.0,154.0,174.0,0.0,0
15003008802,Hawaii,Honolulu County,Honolulu County,1,5304,1203,0.0,91,1.72,0,12.3,149839.0,4275.0,1150,1064,153,33,4051,429,9,629,232,111.0,179.0,361.0,0.0,0
15003008906,Hawaii,Honolulu County,Honolulu County,1,4026,1350,0.0,0,0.0,0,0.8,126413.0,3467.0,883,953,618,79,1681,203,11,1434,429,56.0,153.0,383.0,0.0,0
