CensusTract20,State,County20,Urban,POP2020,OHU2020,LowIncomeTracts,PovertyRate,TractHUNV,TractSNAP,tract_geoid,DD_SRAM_LILATracts_1And10,DD_SRAM_HUNVFlag,DD_SRAM_LAPOP1_10,DD_SRAM_lapop1share,DD_SRAM_lahunv1,DD_SRAM_lasnap1,SD_SRAM_LILATracts_1And10,SD_SRAM_HUNVFlag,SD_SRAM_LAPOP1_10,SD_SRAM_lapop1share,SD_SRAM_lahunv1,SD_SRAM_lasnap1,state_fips,county_fips,tract_code
6013345203,California,Contra Costa County,1,6966,2785,0,6.3,60,41,06013345203,0,0,1720,24.69,15,10,0,0,528,7.58,5,3,06,06013,345203
6013345204,California,Contra Costa County,1,3669,1273,0,0.8,17,7,06013345204,0,0,1394,37.99,6,3,0,0,612,16.68,3,1,06,06013,345204
6013345205,California,Contra Costa County,1,5775,2339,0,4.4,37,36,06013345205,0,0,1108,19.19,7,7,0,0,159,2.75,1,1,06,06013,345205
6013345206,California,Contra Costa County,1,3496,1231,0,2.5,0,13,06013345206,0,0,1558,44.57,0,6,0,0,665,19.02,0,2,06,06013,345206
6013346101,California,Contra Costa County,1,3555,1315,0,3.1,9,10,06013346101,0,0,3555,100.0,9,10,0,0,3451,97.07,9,10,06,06013,346101
6013346102,California,Contra Costa County,1,5748,1964,0,4.2,48,37,06013346102,0,0,5508,95.82,46,35,0,0,4444,77.31,37,29,06,06013,346102
6013346203,California,Contra Costa County,1,3966,1437,0,4.4,0,0,06013346203,0,0,1724,43.47,0,0,0,0,562,14.17,0,0,06,06013,346203
6013346204,California,Contra Costa County,1,7334,2528,0,1.0,17,0,06013346204,0,0,5210,71.04,12,0,0,0,4153,56.63,10,0,06,06013,346204
6013346205,California,Contra Costa County,1,4077,1455,0,4.9,112,0,06013346205,0,1,4077,100.0,112,0,0,1,4077,100.0,112,0,06,06013,346205
6013346206,California,Contra Costa County,1,3596,1215,0,4.1,11,16,06013346206,0,0,3127,86.96,10,14,0,0,1893,52.64,6,8,06,06013,346206
6013347000,California,Contra Costa County,1,6230,2273,0,1.7,41,0,06013347000,0,0,4726,75.86,31,0,0,0,2930,47.03,19,0,06,06013,347000
6013348000,California,Contra Costa County,1,4835,1650,0,1.5,18,6,06013348000,0,0,3319,68.65,12,4,0,0,1935,40.02,7,2,06,06013,348000
6013349000,California,Contra Costa County,1,5151,2097,0,3.6,94,87,06013349000,0,0,1501,29.14,27,25,0,0,135,2.62,2,2,06,06013,349000
6013350000,California,Contra Costa County,1,6224,2561,0,4.2,70,43,06013350000,0,0,2178,34.99,24,15,0,0,1510,24.26,17,10,06,06013,350000
6013351101,California,Contra Costa County,1,2898,2049,1,3.1,42,25,06013351101,1,0,2898,100.0,42,25,1,0,2861,98.72,41,25,06,06013,351101
6013351103,California,Contra Costa County,1,2113,1394,0,5.2,110,0,06013351103,0,1,1376,65.12,72,0,0,0,953,45.1,50,0,06,06013,351103
6013351104,California,Contra Costa County,1,1964,1457,1,3.3,64,27,06013351104,1,0,1794,91.34,58,25,0,0,125,6.36,4,2,06,06013,351104
6013351105,California,Contra Costa County,1,1723,1313,1,4.1,201,45,06013351105,1,1,672,39.0,78,18,0,0,0,0.0,0,0,06,06013,351105
6013351200,California,Contra Costa County,1,5953,2040,0,3.7,0,22,06013351200,0,0,5115,85.92,0,19,0,0,4513,75.81,0,17,06,06013,351200
6013352101,California,Contra Costa County,1,3344,880,0,6.3,13,9,06013352101,0,0,2105,62.95,8,6,0,0,728,21.77,3,2,06,06013,352101
6013352102,California,Contra Costa County,1,5724,1839,0,4.1,10,0,06013352102,0,0,3688,64.43,6,0,0,0,2809,49.07,5,0,06,06013,352102
6013352201,California,Contra Costa County,1,6266,2327,0,11.2,53,22,06013352201,0,0,3764,60.07,32,13,0,0,2201,35.13,19,8,06,06013,352201
6013352202,California,Contra Costa County,1,2559,1013,0,3.8,0,8,06013352202,0,0,1439,56.23,0,5,0,0,534,20.87,0,2,06,06013,352202
6013353001,California,Contra Costa County,1,4256,1440,0,2.2,9,57,06013353001,0,0,3297,77.47,7,44,0,0,3003,70.56,6,40,06,06013,353001
6013353002,California,Contra Costa County,1,4310,1492,0,1.2,41,7,06013353002,0,0,2987,69.3,28,5,0,0,1946,45.15,19,3,06,06013,353002
6013354001,California,Contra Costa County,1,1958,726,0,1.6,0,7,06013354001,0,0,1359,69.41,0,5,0,0,560,28.6,0,2,06,06013,354001
6013354002,California,Contra Costa County,1,7200,2691,0,3.3,233,70,06013354002,0,1,6093,84.62,197,59,0,1,4910,68.19,159,48,06,06013,354002
6013355107,California,Contra Costa County,1,5793,1763,0,13.3,24,89,06013355107,0,0,5300,91.49,22,81,0,0,4007,69.17,17,62,06,06013,355107
6013355109,California,Contra Costa County,1,7167,2157,1,13.6,29,82,06013355109,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,355109
6013355110,California,Contra Costa County,1,4434,1227,0,10.2,40,137,06013355110,0,0,940,21.2,8,29,0,0,0,0.0,0,0,06,06013,355110
6013355111,California,Contra Costa County,1,6685,1967,1,11.6,7,327,06013355111,1,0,1534,22.95,2,75,0,0,0,0.0,0,0,06,06013,355111
6013355112,California,Contra Costa County,1,5636,2076,0,5.7,6,14,06013355112,0,0,5636,100.0,6,14,0,0,5595,99.27,6,14,06,06013,355112
6013355113,California,Contra Costa County,1,5000,1680,0,9.1,12,0,06013355113,0,0,3907,78.14,9,0,0,0,3035,60.7,7,0,06,06013,355113
6013355115,California,Contra Costa County,1,10242,3479,0,9.4,263,372,06013355115,0,1,2071,20.22,53,75,0,0,0,0.0,0,0,06,06013,355115
6013355118,California,Contra Costa County,1,4302,1236,0,2.2,55,132,06013355118,0,0,2380,55.32,30,73,0,0,1545,35.91,20,47,06,06013,355118
6013355119,California,Contra Costa County,1,4788,1242,0,11.4,130,182,06013355119,0,1,2878,60.11,78,109,0,1,1127,23.54,31,43,06,06013,355119
6013355120,California,Contra Costa County,1,4248,1169,1,13.3,10,100,06013355120,0,0,135,3.18,0,3,0,0,0,0.0,0,0,06,06013,355120
6013355121,California,Contra Costa County,1,7053,2161,0,2.6,0,64,06013355121,0,0,1373,19.47,0,12,0,0,0,0.0,0,0,06,06013,355121
6013355122,California,Contra Costa County,1,5006,1448,0,2.8,37,50,06013355122,0,0,4341,86.72,32,43,0,0,3265,65.22,24,33,06,06013,355122
6013355123,California,Contra Costa County,1,2957,749,0,14.4,0,0,06013355123,0,0,2955,99.93,0,0,0,0,1642,55.53,0,0,06,06013,355123
6013355124,California,Contra Costa County,1,4604,1188,0,3.2,12,12,06013355124,0,0,2628,57.08,7,7,0,0,1091,23.7,3,3,06,06013,355124
6013355125,California,Contra Costa County,1,4261,1204,0,2.2,20,80,06013355125,0,0,796,18.68,4,15,0,0,0,0.0,0,0,06,06013,355125
6013355126,California,Contra Costa County,0,5496,1493,0,5.0,13,28,06013355126,0,0,0,98.64,13,28,0,0,0,92.19,12,26,06,06013,355126
6013355201,California,Contra Costa County,1,9199,2560,0,4.9,211,192,06013355201,0,1,2464,26.79,57,51,0,1,0,0.0,0,0,06,06013,355201
6013355202,California,Contra Costa County,1,3689,1111,0,7.8,35,59,06013355202,0,0,152,4.12,1,2,0,0,37,1.0,0,1,06,06013,355202
6013355302,California,Contra Costa County,1,3464,1211,0,2.4,10,19,06013355302,0,0,2198,63.45,6,12,0,0,1665,48.07,5,9,06,06013,355302
6013355306,California,Contra Costa County,1,5000,1827,0,3.1,91,18,06013355306,0,0,3207,64.14,58,12,0,0,2160,43.2,39,8,06,06013,355306
6013355307,California,Contra Costa County,1,4445,1699,0,2.5,42,30,06013355307,0,0,3221,72.46,30,22,0,0,351,7.9,3,2,06,06013,355307
6013355308,California,Contra Costa County,1,3550,1380,0,1.8,36,0,06013355308,0,0,488,13.75,5,0,0,0,0,0.0,0,0,06,06013,355308
6013355309,California,Contra Costa County,1,4735,1604,0,2.2,11,55,06013355309,0,0,3904,82.45,9,45,0,0,2136,45.11,5,25,06,06013,355309
6013355310,California,Contra Costa County,1,3197,1209,1,3.8,0,66,06013355310,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,355310
6013356001,California,Contra Costa County,1,3908,1192,1,2.9,42,60,06013356001,1,0,1451,37.13,16,22,0,0,67,1.71,1,1,06,06013,356001
6013356002,California,Contra Costa County,0,5481,2029,0,9.2,74,124,06013356002,0,0,0,97.77,72,121,0,0,0,94.23,70,117,06,06013,356002
6013357000,California,Contra Costa County,1,3202,1521,0,6.1,80,185,06013357000,0,0,226,7.06,6,13,0,0,129,4.03,3,7,06,06013,357000
6013358000,California,Contra Costa County,1,6237,2141,1,14.2,140,462,06013358000,0,0,82,1.31,2,6,0,0,29,0.46,1,2,06,06013,358000
6013359102,California,Contra Costa County,1,5496,1915,0,6.9,57,102,06013359102,0,0,65,1.18,1,1,0,0,0,0.0,0,0,06,06013,359102
6013359103,California,Contra Costa County,1,5269,2014,0,9.6,93,299,06013359103,0,0,63,1.2,1,4,0,0,0,0.0,0,0,06,06013,359103
6013359104,California,Contra Costa County,1,2116,941,1,11.4,70,66,06013359104,0,0,2,0.09,0,0,0,0,0,0.0,0,0,06,06013,359104
6013359105,California,Contra Costa County,1,5276,1852,0,2.3,37,196,06013359105,0,0,1349,25.57,9,50,0,0,0,0.0,0,0,06,06013,359105
6013359202,California,Contra Costa County,1,6130,2247,0,4.5,283,173,06013359202,0,1,3562,58.11,164,101,0,1,2729,44.52,126,77,06,06013,359202
6013359203,California,Contra Costa County,1,7013,2339,0,7.2,96,219,06013359203,0,0,2940,41.92,40,92,0,0,2513,35.83,34,78,06,06013,359203
6013359204,California,Contra Costa County,1,4711,1508,0,5.1,89,173,06013359204,0,0,1931,40.99,36,71,0,0,600,12.74,11,22,06,06013,359204
6013360101,California,Contra Costa County,1,4855,1681,0,7.2,91,99,06013360101,0,0,1378,28.38,26,28,0,0,397,8.18,7,8,06,06013,360101
6013360102,California,Contra Costa County,1,4381,1531,0,6.6,46,87,06013360102,0,0,2957,67.5,31,59,0,0,1410,32.18,15,28,06,06013,360102
6013360200,California,Contra Costa County,1,5094,1800,0,11.4,31,203,06013360200,0,0,952,18.69,6,38,0,0,0,0.0,0,0,06,06013,360200
6013361000,California,Contra Costa County,0,4763,1748,1,11.4,36,224,06013361000,0,0,0,17.85,6,40,0,0,0,2.81,1,6,06,06013,361000
6013362000,California,Contra Costa County,1,2961,1197,0,5.6,50,63,06013362000,0,0,7,0.24,0,0,0,0,0,0.0,0,0,06,06013,362000
6013363000,California,Contra Costa County,1,7612,2679,1,10.1,79,160,06013363000,0,0,255,3.35,3,5,0,0,0,0.0,0,0,06,06013,363000
6013364002,California,Contra Costa County,1,5868,1886,0,7.9,278,307,06013364002,0,1,907,15.46,43,47,0,0,0,0.0,0,0,06,06013,364002
6013365002,California,Contra Costa County,1,6085,1452,1,11.3,169,191,06013365002,0,0,3,0.05,0,0,0,0,0,0.0,0,0,06,06013,365002
6013365003,California,Contra Costa County,1,5215,2331,1,18.3,287,198,06013365003,0,1,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,365003
6013366001,California,Contra Costa County,1,4594,1296,1,10.8,18,155,06013366001,0,0,21,0.46,0,1,0,0,0,0.0,0,0,06,06013,366001
6013366002,California,Contra Costa County,1,6525,1805,1,15.9,369,468,06013366002,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,366002
6013367100,California,Contra Costa County,1,5941,2065,1,11.6,147,427,06013367100,0,0,28,0.47,1,2,0,0,0,0.0,0,0,06,06013,367100
6013367200,California,Contra Costa County,1,5754,1687,1,13.6,159,332,06013367200,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,367200
6013368001,California,Contra Costa County,1,5467,1379,1,10.4,82,143,06013368001,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,368001
6013368002,California,Contra Costa County,1,4148,1108,1,8.6,80,192,06013368002,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,368002
6013369001,California,Contra Costa County,1,6771,2334,1,13.3,164,593,06013369001,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,369001
6013369002,California,Contra Costa County,1,2839,1066,1,18.6,0,177,06013369002,0,0,3,0.11,0,0,0,0,0,0.0,0,0,06,06013,369002
6013370000,California,Contra Costa County,1,2953,1134,0,2.3,36,0,06013370000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,370000
6013371000,California,Contra Costa County,1,5995,1987,1,8.0,60,239,06013371000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,371000
6013372000,California,Contra Costa County,1,8009,2341,1,7.1,278,151,06013372000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,372000
6013373000,California,Contra Costa County,1,4711,1199,1,12.1,15,241,06013373000,0,0,4,0.08,0,0,0,0,0,0.0,0,0,06,06013,373000
6013374000,California,Contra Costa County,1,4994,1758,0,17.9,195,343,06013374000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,374000
6013375000,California,Contra Costa County,1,4869,1256,1,14.8,144,326,06013375000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,375000
6013376000,California,Contra Costa County,1,6941,1896,1,16.1,204,384,06013376000,0,0,51,0.73,1,3,0,0,0,0.0,0,0,06,06013,376000
6013377000,California,Contra Costa County,1,7725,2413,1,22.8,617,622,06013377000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,377000
6013378000,California,Contra Costa County,1,3892,1924,0,3.7,121,7,06013378000,0,0,1366,35.1,42,2,0,0,848,21.79,26,2,06,06013,378000
6013379000,California,Contra Costa County,1,7255,1955,1,35.0,150,665,06013379000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,379000
6013380001,California,Contra Costa County,1,3773,1966,0,3.7,17,9,06013380001,0,0,748,19.83,3,2,0,0,0,0.0,0,0,06,06013,380001
6013380002,California,Contra Costa County,1,3649,1233,1,7.1,103,385,06013380002,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,380002
6013381000,California,Contra Costa County,1,7261,2169,1,20.7,250,691,06013381000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,381000
6013382000,California,Contra Costa County,1,8334,2739,1,10.3,342,679,06013382000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,382000
6013383000,California,Contra Costa County,1,4969,2013,0,6.5,103,53,06013383000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,383000
6013384000,California,Contra Costa County,1,4180,1673,0,1.9,106,25,06013384000,0,0,71,1.7,2,0,0,0,0,0.0,0,0,06,06013,384000
6013385100,California,Contra Costa County,1,2886,1136,0,7.5,28,60,06013385100,0,0,2346,81.29,23,49,0,0,1029,35.65,10,21,06,06013,385100
6013385200,California,Contra Costa County,1,1453,578,0,6.4,10,4,06013385200,0,0,141,9.7,1,0,0,0,0,0.0,0,0,06,06013,385200
6013386000,California,Contra Costa County,1,3500,1427,1,17.4,247,127,06013386000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,386000
6013387000,California,Contra Costa County,1,2993,1229,0,2.7,38,137,06013387000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,387000
6013388000,California,Contra Costa County,1,2819,1155,0,6.8,36,49,06013388000,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,388000
6013389100,California,Contra Costa County,1,2434,1020,1,5.4,187,23,06013389100,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,389100
6013389200,California,Contra Costa County,1,1907,766,1,12.5,61,21,06013389200,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,389200
6013390100,California,Contra Costa County,1,2376,914,0,5.2,61,32,06013390100,0,0,413,17.38,11,6,0,0,0,0.0,0,0,06,06013,390100
6013390200,California,Contra Costa County,1,1860,774,0,1.5,33,13,06013390200,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06013,390200
6013391000,California,Contra Costa County,1,2737,1112,0,2.5,43,21,06013391000,0,0,293,10.71,5,2,0,0,0,0.0,0,0,06,06013,391000
6013392000,California,Contra Costa County,1,2609,1082,0,4.0,28,0,06013392000,0,0,375,14.37,4,0,0,0,0,0.0,0,0,06,06013,392000
6013392201,California,Contra Costa County,1,5945,1739,1,11.9,144,213,06013392201,1,0,1150,19.34,28,41,0,0,220,3.7,5,8,06,06013,392201
6013392202,California,Contra Costa County,1,4889,1468,0,9.2,8,131,06013392202,0,0,182,3.72,0,5,0,0,0,0.0,0,0,06,06013,392202
6013392300,California,Contra Costa County,1,3742,1051,0,5.2,18,110,06013392300,0,0,1037,27.71,5,30,0,0,0,0.0,0,0,06,06013,392300
6013980000,California,Contra Costa County,1,491,1,0,,0,0,06013980000,0,0,491,100.0,0,0,0,0,486,98.98,0,0,06,06013,980000
6015000101,California,Del Norte County,1,3687,1554,1,16.3,449,862,06015000101,0,1,7,0.19,1,2,0,0,0,0.0,0,0,06,06015,000101
6015000102,California,Del Norte County,1,3765,1407,0,9.5,96,303,06015000102,0,0,2411,64.04,61,194,0,0,1542,40.96,39,124,06,06015,000102
6015000104,California,Del Norte County,1,2081,766,1,18.7,105,321,06015000104,0,0,163,7.83,8,25,0,0,0,0.0,0,0,06,06015,000104
6015000106,California,Del Norte County,0,3687,1371,0,10.6,37,149,06015000106,0,0,0,31.81,12,47,0,0,0,7.02,3,10,06,06015,000106
6015000107,California,Del Norte County,1,3461,1306,1,8.7,58,53,06015000107,1,0,1588,45.88,27,24,0,0,150,4.33,3,2,06,06015,000107
6015000201,California,Del Norte County,0,6138,1358,0,9.2,14,182,06015000201,0,0,0,91.41,13,166,0,0,0,45.94,6,84,06,06015,000201
6015000202,California,Del Norte County,0,3719,1605,0,13.7,12,184,06015000202,0,0,135,67.57,8,124,0,0,45,48.08,6,88,06,06015,000202
6015000203,California,Del Norte County,0,1205,440,1,32.7,14,117,06015000203,0,0,6,79.59,11,93,0,0,0,70.54,10,82,06,06015,000203
6017030201,California,El Dorado County,1,2253,856,0,5.1,15,52,06017030201,0,0,521,23.12,3,12,0,0,227,10.08,2,5,06,06017,030201
6017030202,California,El Dorado County,1,2141,821,0,18.4,107,162,06017030202,0,1,933,43.58,47,71,0,0,586,27.37,29,44,06,06017,030202
6017030301,California,El Dorado County,1,2703,1198,1,8.1,74,76,06017030301,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06017,030301
6017030302,California,El Dorado County,1,2903,1324,0,3.8,14,73,06017030302,0,0,65,2.24,0,2,0,0,0,0.0,0,0,06,06017,030302
6017030402,California,El Dorado County,1,3847,1767,0,10.9,143,198,06017030402,0,0,107,2.78,4,6,0,0,87,2.26,3,4,06,06017,030402
6017030403,California,El Dorado County,1,1391,644,0,3.4,11,49,06017030403,0,0,1137,81.74,9,40,0,0,655,47.09,5,23,06,06017,030403
6017030404,California,El Dorado County,1,2117,953,0,7.1,33,58,06017030404,0,0,202,9.54,3,6,0,0,0,0.0,0,0,06,06017,030404
6017030502,California,El Dorado County,0,2768,1175,0,6.7,0,35,06017030502,0,0,0,71.17,0,25,0,0,0,68.64,0,24,06,06017,030502
6017030504,California,El Dorado County,0,2579,1101,0,6.9,0,33,06017030504,0,0,0,97.01,0,32,0,0,0,94.49,0,31,06,06017,030504
6017030506,California,El Dorado County,1,1009,432,0,2.2,5,0,06017030506,0,0,886,87.81,4,0,0,0,804,79.68,4,0,06,06017,030506
6017030507,California,El Dorado County,1,1717,706,0,9.3,7,0,06017030507,0,0,1078,62.78,4,0,0,0,529,30.81,2,0,06,06017,030507
6017030601,California,El Dorado County,0,5087,2084,0,6.2,19,121,06017030601,0,0,105,96.66,18,117,0,0,0,87.89,17,106,06,06017,030601
6017030603,California,El Dorado County,0,3401,1433,0,14.3,82,194,06017030603,0,0,584,95.15,78,185,0,0,25,88.42,72,172,06,06017,030603
6017030604,California,El Dorado County,0,814,316,0,11.7,5,35,06017030604,0,0,250,94.35,5,33,0,0,0,84.64,4,30,06,06017,030604
6017030605,California,El Dorado County,0,1696,706,0,18.4,16,19,06017030605,0,0,0,80.72,13,15,0,0,0,63.5,10,12,06,06017,030605
6017030606,California,El Dorado County,0,4141,1622,0,7.0,106,114,06017030606,0,1,2,88.94,94,101,0,0,0,76.7,81,87,06,06017,030606
6017030701,California,El Dorado County,1,6177,2172,0,1.1,20,43,06017030701,0,0,3726,60.32,12,26,0,0,2560,41.44,8,18,06,06017,030701
6017030706,California,El Dorado County,1,6563,2352,0,1.0,0,104,06017030706,0,0,5093,77.6,0,81,0,0,3925,59.8,0,62,06,06017,030706
6017030709,California,El Dorado County,1,5065,1703,0,2.8,9,0,06017030709,0,0,3491,68.92,6,0,0,0,2372,46.83,4,0,06,06017,030709
6017030710,California,El Dorado County,1,5947,2112,0,4.3,38,0,06017030710,0,0,5689,95.66,36,0,0,0,4824,81.12,31,0,06,06017,030710
6017030711,California,El Dorado County,1,6518,2776,0,8.1,202,0,06017030711,0,1,3802,58.33,118,0,0,1,2046,31.39,63,0,06,06017,030711
6017030712,California,El Dorado County,0,5114,1701,0,2.8,13,26,06017030712,0,0,99,100.0,13,26,0,0,0,100.0,13,26,06,06017,030712
6017030801,California,El Dorado County,0,4347,1589,0,3.8,20,77,06017030801,0,0,10,77.62,16,60,0,0,0,67.01,13,52,06,06017,030801
6017030804,California,El Dorado County,1,6695,2534,0,4.9,17,148,06017030804,0,0,5238,78.24,13,116,0,0,3949,58.98,10,87,06,06017,030804
6017030807,California,El Dorado County,1,4044,1473,0,1.8,27,34,06017030807,0,0,997,24.65,7,8,0,0,98,2.42,1,1,06,06017,030807
6017030808,California,El Dorado County,1,6726,2492,0,4.6,57,151,06017030808,0,0,4776,71.01,40,107,0,0,1554,23.1,13,35,06,06017,030808
6017030809,California,El Dorado County,1,2557,993,0,5.0,7,33,06017030809,0,0,555,21.71,2,7,0,0,0,0.0,0,0,06,06017,030809
6017030810,California,El Dorado County,1,3644,1431,0,13.2,37,155,06017030810,0,0,1061,29.12,11,45,0,0,0,0.0,0,0,06,06017,030810
6017030811,California,El Dorado County,1,1689,782,1,17.9,0,35,06017030811,0,0,43,2.55,0,1,0,0,0,0.0,0,0,06,06017,030811
6017030812,California,El Dorado County,1,5814,2248,0,5.5,188,67,06017030812,0,1,3951,67.96,128,46,0,1,2070,35.6,67,24,06,06017,030812
6017030901,California,El Dorado County,0,3158,1224,0,4.5,30,101,06017030901,0,0,0,99.4,30,100,0,0,0,94.97,28,96,06,06017,030901
6017030902,California,El Dorado County,0,4829,1819,0,7.0,2,75,06017030902,0,0,0,88.34,2,66,0,0,0,79.23,2,59,06,06017,030902
6017031000,California,El Dorado County,1,6314,2626,1,9.2,0,475,06017031000,1,0,2367,37.49,0,178,1,0,1023,16.2,0,77,06,06017,031000
6017031100,California,El Dorado County,1,5634,2421,1,15.4,158,447,06017031100,1,1,2544,45.15,71,202,1,0,1897,33.67,53,150,06,06017,031100
6017031200,California,El Dorado County,1,5157,2150,0,13.1,101,112,06017031200,0,0,2145,41.59,42,47,0,0,676,13.11,13,15,06,06017,031200
6017031301,California,El Dorado County,0,3403,1406,1,7.2,47,173,06017031301,0,0,0,93.86,44,162,0,0,0,65.5,31,113,06,06017,031301
6017031302,California,El Dorado County,0,4815,2062,1,22.1,168,306,06017031302,0,0,0,41.66,70,127,0,0,0,12.59,21,39,06,06017,031302
6017031404,California,El Dorado County,0,2508,942,0,8.2,8,99,06017031404,0,0,0,91.95,7,91,0,0,0,74.32,6,74,06,06017,031404
6017031405,California,El Dorado County,0,2484,1004,0,6.2,36,19,06017031405,0,0,0,88.12,32,17,0,0,0,63.69,23,12,06,06017,031405
6017031406,California,El Dorado County,0,5526,2224,0,4.9,103,148,06017031406,0,0,3,86.03,89,127,0,0,0,74.45,77,110,06,06017,031406
6017031407,California,El Dorado County,0,1259,533,1,35.9,0,50,06017031407,0,0,23,94.92,0,47,0,0,0,81.97,0,41,06,06017,031407
6017031408,California,El Dorado County,0,2137,882,0,19.3,37,56,06017031408,0,0,7,97.85,36,55,0,0,0,92.14,34,52,06,06017,031408
6017031409,California,El Dorado County,0,2395,1021,1,3.7,14,58,06017031409,1,0,748,97.95,14,57,0,0,0,86.6,12,50,06,06017,031409
6017031503,California,El Dorado County,0,2818,1141,0,3.7,20,139,06017031503,0,0,1,82.93,17,115,0,0,0,69.87,14,97,06,06017,031503
6017031504,California,El Dorado County,0,5556,2274,1,20.9,136,188,06017031504,0,0,7,43.21,59,81,0,0,0,29.75,40,56,06,06017,031504
6017031505,California,El Dorado County,1,3366,1375,0,6.1,123,81,06017031505,0,0,1146,34.05,42,28,0,0,403,11.97,15,10,06,06017,031505
6017031506,California,El Dorado County,1,2703,1192,0,11.4,144,133,06017031506,0,0,767,28.38,41,38,0,0,542,20.05,29,27,06,06017,031506
6017031601,California,El Dorado County,1,2077,930,1,12.4,173,51,06017031601,0,0,24,1.16,2,1,0,0,0,0.0,0,0,06,06017,031601
6017031602,California,El Dorado County,1,1928,781,0,14.9,92,115,06017031602,0,0,542,28.11,26,32,0,0,77,3.99,4,5,06,06017,031602
6017031700,California,El Dorado County,1,3660,1113,0,8.0,0,11,06017031700,0,0,1873,51.17,0,6,0,0,523,14.29,0,2,06,06017,031700
6017031800,California,El Dorado County,1,6896,2159,0,1.6,94,0,06017031800,0,0,5846,84.77,80,0,0,0,2427,35.19,33,0,06,06017,031800
6017031900,California,El Dorado County,0,155,77,0,0.0,0,0,06017031900,0,0,80,100.0,0,0,0,0,18,100.0,0,0,06,06017,031900
6017032001,California,El Dorado County,1,672,329,0,12.0,8,28,06017032001,0,0,672,100.0,8,28,0,0,672,100.0,8,28,06,06017,032001
6017032002,California,El Dorado County,0,268,139,1,3.9,0,8,06017032002,1,0,189,100.0,0,8,0,0,0,100.0,0,8,06,06017,032002
6017990000,California,El Dorado County,0,0,0,0,,0,0,06017990000,0,0,0,,0,0,0,0,0,,0,0,06,06017,990000
6019000100,California,Fresno County,1,3840,739,1,37.7,504,284,06019000100,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000100
6019000200,California,Fresno County,1,3251,829,1,37.8,146,454,06019000200,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000200
6019000300,California,Fresno County,1,3755,1057,1,44.8,112,424,06019000300,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000300
6019000400,California,Fresno County,1,5384,1350,1,41.4,251,667,06019000400,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000400
6019000501,California,Fresno County,1,2580,803,1,31.1,209,374,06019000501,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000501
6019000502,California,Fresno County,1,3357,1017,1,35.6,108,357,06019000502,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000502
6019000601,California,Fresno County,1,4673,1779,1,31.6,572,623,06019000601,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000601
6019000602,California,Fresno County,1,1612,503,1,54.1,139,245,06019000602,0,0,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000602
6019000701,California,Fresno County,1,2645,785,1,32.5,149,286,06019000701,0,1,271,10.25,15,29,0,0,0,0.0,0,0,06,06019,000701
6019000702,California,Fresno County,1,1439,386,1,37.0,42,125,06019000702,1,0,1008,70.05,29,88,0,0,201,13.97,6,17,06,06019,000702
6019000901,California,Fresno County,0,2852,696,1,34.9,83,456,06019000901,0,0,0,1.47,1,7,0,0,0,0.0,0,0,06,06019,000901
6019000902,California,Fresno County,1,5263,1493,1,59.8,355,969,06019000902,0,1,0,0.0,0,0,0,0,0,0.0,0,0,06,06019,000902
